FID,OBJECTID,SHAPE,KATEGORIE_TXT,ADRESSE,FLAECHE,SPORTSTAETTEN_ART,WEBLINK1,KATEGORIE_NUM,SE_ANNO_CAD_DATA
SPORTSTAETTENOGD.16869,16869,POINT (16.25579651209962 48.202177731134995),Turnsaal,"14., Linzer Straße 419",151,Turnsaal 151 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16382,16382,POINT (16.430859092425074 48.236343615670165),Vereinssport outdoor,"22., An der Unteren Alten Donau 13",2500,"Bootsport (Rudern, Kanu)",https://www.wrkdonau.at/,7,
SPORTSTAETTENOGD.16383,16383,POINT (16.432022882829813 48.23563210003511),Vereinssport outdoor,"22., An der Unteren Alten Donau 21",820,"Bootsport (Rudern, Kanu)",http://argowien.at/,7,
SPORTSTAETTENOGD.16384,16384,POINT (16.432629516785905 48.23480125233039),Vereinssport outdoor,"22., An der Unteren Alten Donau 31",810,"Bootsport (Rudern, Kanu, Segeln)",http://www.skh.at/index.php/die-sektionen/segeln,7,
SPORTSTAETTENOGD.16385,16385,POINT (16.433363780707605 48.23327970706262),Vereinssport outdoor,"22., An der Unteren Alten Donau 47",1280,"Bootsport (Rudern, Kanu)",http://www.rv-friesen.at/,7,
SPORTSTAETTENOGD.16386,16386,POINT (16.433482785788122 48.233000997588825),Vereinssport outdoor,"22., An der Unteren Alten Donau 49",1200,"Bootsport (Rudern, Kanu)",http://www.lia.at/,7,
SPORTSTAETTENOGD.16387,16387,POINT (16.434359703034776 48.23212422582995),Vereinssport outdoor,"22., An der Unteren Alten Donau 61",700,"Bootsport (Rudern, Kanu)",http://www.ruderverband.wien/vereine/sv-wien-sued/,7,
SPORTSTAETTENOGD.16388,16388,POINT (16.4305295105834 48.237201835729074),Vereinssport outdoor,"22., An der Unteren Alten Donau 7",1000,"Bootsport (Rudern, Kanu)",http://www.ellida.at/,7,
SPORTSTAETTENOGD.16389,16389,POINT (16.440759166142985 48.25138851267875),Vereinssport outdoor,"22., Anton Sattler-Gasse 113a",5110,Tennisanlage (7 Plätze),http://www.az-events.at/,7,
SPORTSTAETTENOGD.16390,16390,POINT (16.440930248618283 48.2510919425361),Vereinssport outdoor,"22., Anton-Sattlergasse 92-96",8660,"polysportiver Rasenplatz,<br />Tennisanlage ( 5 Tennisplätze),<br />Schießanlage",http://www.tvkagran.at/,7,
SPORTSTAETTENOGD.16391,16391,POINT (16.42225989828947 48.23855550511393),Vereinssport outdoor,"22., Arbeiterstrandbadstraße 128",128865,"11 Kunstrasenfußballplätze, 7 Rasenfußballplätze, Kunstrasenhalle, Parketthalle, 13 Freilufttennisplätze, 5 Teppichtennisplätze, 4 Sandrhallenplätze, 12 Beachvolleyballplätze, ",http://www.sportcenter-donaucity.at/,7,
SPORTSTAETTENOGD.16392,16392,POINT (16.422273375764448 48.23856448819073),Öffentlich indoor,"22., Arbeiterstrandbadstraße 128",135000,"18 Fußballplätze, 22 Tennisplätze, 12 Beachvolleyballplätze",http://www.sportcenter-donaucity.at/,2,
SPORTSTAETTENOGD.16393,16393,POINT (16.433881362660376 48.24593203135197),Öffentlich indoor,"22., Attemsgasse 1",23810,"Sporthallen (Eissport),",https://www.wien.gv.at/freizeit/sportamt/sportstaetten/eisanlagen/schulz-halle.html,2,
SPORTSTAETTENOGD.16394,16394,POINT (16.44326902693359 48.24035374989255),Öffentlich indoor,"22., Bernoullistraße 9",10950,Fitnesscenter,http://speedfit.at/wien22#intro,2,
SPORTSTAETTENOGD.16395,16395,POINT (16.482067562055907 48.21484763804421),Vereinssport outdoor,"22., Biberhaufenweg 18",12210,Kunstrasenplatz (Fußball),http://www.sv-aspern.at/blog/,7,
SPORTSTAETTENOGD.16396,16396,POINT (16.479631952366848 48.213629065756784),Vereinssport outdoor,"22., Biberhaufenweg 18a",18440,Tennisanlage (7 Plätze),http://www.tc-aspern.at/,7,
SPORTSTAETTENOGD.16397,16397,POINT (16.48276918862343 48.27048496139736),Vereinssport outdoor,"22., Campingplatzweg 31",60800,Reitsportanlage,https://www.rc-donaustadt.com/,7,
SPORTSTAETTENOGD.16398,16398,POINT (16.522020010330017 48.21327732486606),Öffentlich outdoor,"22., Colerusgasse 20",535,polysportiver Hartplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16399,16399,POINT (16.42880325011277 48.224034147609046),Öffentlich indoor,"22., Dampfschiffhaufen 2",1000,Sporthalle (polysportiv),http://www.polizeisv-wien.at,2,
SPORTSTAETTENOGD.16400,16400,POINT (16.42930436154691 48.224017742818624),Vereinssport outdoor,"22., Dampfschiffhaufen 2",34450,"Kunstrasenplatz (Fußball),<br />Beachvolleyballanlage (1 Court),<br />Leichtathletikanlage",http://www.polizeisv-wien.at,7,
SPORTSTAETTENOGD.16401,16401,POINT (16.43264413822416 48.21909651949396),Vereinssport outdoor,"22., Dampfschiffhaufen 41",4440,"Bootsport (Rudern, Kanu)",http://www.wrc-donaubund.at/,7,
SPORTSTAETTENOGD.16402,16402,POINT (16.433089075055136 48.21826184554653),Vereinssport outdoor,"22., Dampfschiffhaufen 51-53",3190,"Bootsport (Rudern, Kanu)",http://www.sc-donau.at/,7,
SPORTSTAETTENOGD.16403,16403,POINT (16.433294022637323 48.21705091717783),Vereinssport outdoor,"22., Dampfschiffhaufen 65",5170,"Bootsport (Rudern, Kanu)",http://www.wrc-pirat.at/,7,
SPORTSTAETTENOGD.16404,16404,POINT (16.430714628380542 48.222309055616066),Vereinssport outdoor,"22., Dampfschiffhaufen 7",2600,"Tennisanlage (4 Plätze), Freibad",http://www.ksv-wienerlinien.at/ksv_urlaub_startseite,7,
SPORTSTAETTENOGD.16405,16405,POINT (16.430848773368467 48.22105124618799),Vereinssport outdoor,"22., Dampfschiffhaufen 8",1380,"Bootsport (Rudern, Kanu)",http://www.askoe-wien.at/de/menu_main/service/seminarraeume,7,
SPORTSTAETTENOGD.16406,16406,POINT (16.46159924974507 48.19309586321986),Öffentlich outdoor,"22., Donauinsel, NW-Steinspornbrücke",15000,polysportiver Rasenplatz,,3,
SPORTSTAETTENOGD.16407,16407,POINT (16.443839790302878 48.23078643807251),Vereinssport outdoor,"22., Donaustadtstraße 35",5620,Tennisanlage (2 Plätze),,7,
SPORTSTAETTENOGD.16408,16408,POINT (16.443871775466484 48.231128524174586),Öffentlich indoor,"22., Donaustadtstraße 35",1500,Tennishallen (2 Plätze),,2,
SPORTSTAETTENOGD.16409,16409,POINT (16.35947008500704 48.24743368010777),Vereinssport outdoor,"19., Klabundgasse",85252,"Stadion Hohe Warte (1 Rasenplatz, 2 Kunstrasenplätze),<br />Tennisanlage (11 Plätze)",http://www.firstviennafc.at,7,
SPORTSTAETTENOGD.16410,16410,POINT (16.3184179223161 48.245798199571794),Öffentlich outdoor,"19., Krottenbachstraße, Parkanlage Kliergasse 122/25 hinter",280,"polysportiver Hartplatz,<br />Tischtennis",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16411,16411,POINT (16.366579133606827 48.2536908025066),Öffentlich outdoor,"19., Hilde-Spiel-Park, Kreilplatz 1 ggü",765,"polysportiver Hartplatz,<br />Beachvolleyballplatz",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16412,16412,POINT (16.33657837678208 48.24010203280415),Vereinssport outdoor,"19., Krottenbachstraße 53",13660,Kunstrasenplatz (Fußball),http://www.dsvfortuna05.at,7,
SPORTSTAETTENOGD.16413,16413,POINT (16.350360442778648 48.28157858147202),Vereinssport outdoor,"19., Kuchelauer Hafenstraße 115",185,Fitness,,7,
SPORTSTAETTENOGD.16414,16414,POINT (16.353748375178483 48.277971426504244),Vereinssport outdoor,"19., Kuchelauer Hafenstraße 12",978,"Bootsport (Rudern, Kanu)",http://www.kanuverband.at,7,
SPORTSTAETTENOGD.16415,16415,POINT (16.345562302258546 48.289616508499066),Vereinssport outdoor,"19., Kuchelau 134",6562,"Bootsport (Rudern, Kanu)",,7,
SPORTSTAETTENOGD.16416,16416,POINT (16.35333375963752 48.27859767952509),Vereinssport outdoor,"19., Kuchelauer Hafenstraße 14-16",1940,"Bootsport (Rudern, Kanu)",http://www.wat-online.at/wat.html,7,
SPORTSTAETTENOGD.16417,16417,POINT (16.351254361201708 48.28338853895006),Vereinssport outdoor,"19., Kuchelau 222",473,"Bootsport (Rudern, Kanu)",http://www.oetb.at,7,
SPORTSTAETTENOGD.16418,16418,POINT (16.350918548587675 48.2837948414954),Vereinssport outdoor,"19., Kuchelau 224",517,"Bootsport (Rudern, Kanu)",http://doebling.naturfreunde.at,7,
SPORTSTAETTENOGD.16419,16419,POINT (16.351737329331986 48.28072621616448),Vereinssport outdoor,"19., Kuchelauer Hafenstraße 36+73",2023,"Bootsport (Rudern, Kanu)",https://www.wienerpaddelsportklub.at/,7,
SPORTSTAETTENOGD.16420,16420,POINT (16.354389927918263 48.27716095718342),Vereinssport outdoor,"19., Kuchelauer Hafenstraße 4",1343,"Bootsport (Rudern, Kanu)",http://www.ruderverein-austria.at/,7,
SPORTSTAETTENOGD.16421,16421,POINT (16.354326295880703 48.2774229366072),Vereinssport outdoor,"19., Kuchelauer Hafenstraße 6",1250,"Bootsport (Rudern, Kanu)",http://www.naturfreunde.at,7,
SPORTSTAETTENOGD.16422,16422,POINT (16.35200292431005 48.279962665053006),Vereinssport outdoor,"19., Kuchelauer Hafenstraße 71",1300,"polysportiver Rasenplatz,<br />Beachvolleyballanlage (1 Court)",http://www.wat-online.at/wat.html,7,
SPORTSTAETTENOGD.16423,16423,POINT (16.35702209066067 48.276223700164216),Vereinssport outdoor,"19., Kuchelauer Spitz",1740,Bootsport (Motorboot),http://www.motor-yacht-club-austria.at/,7,
SPORTSTAETTENOGD.16424,16424,POINT (16.343254543175178 48.24342494024278),Vereinssport outdoor,"19., Leidesdorfgasse 6",4130,Tennisanlage (5 Plätze),http://www.tennis-wien.at/,7,
SPORTSTAETTENOGD.16425,16425,POINT (16.35823780633535 48.239339985460035),Vereinssport outdoor,"19., Osterleitengasse 14",1940,"polysportiver Hartplatz,<br />Bocciaanlage",https://www.wien.gv.at/freizeit/sportamt/sportstaetten/anlagen/jugendsport/osterleitengasse.html,7,
SPORTSTAETTENOGD.16426,16426,POINT (16.337963066425345 48.24501264744019),Öffentlich outdoor,"19., Flotowgasse, Olympiapark 24 ggü",880,"polysportiver Hartplatz,<br />Tischtennis",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16427,16427,POINT (16.31342740577441 48.24331035325415),Vereinssport outdoor,"19., Starkfriedgasse 20",10540,Tennisanlage (9 Plätze),http://www.ctp-tennisclub.at,7,
SPORTSTAETTENOGD.16428,16428,POINT (16.337022027063433 48.2430395584737),Öffentlich outdoor,"19., In der Krim 6 ggü",340,polysportiver Hartplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16429,16429,POINT (16.353109113323907 48.25851381610862),Öffentlich outdoor,"19., Kahlenberg Straße, Beethovenpark 65 ggü",590,"polysportiver Hartplatz,<br />Tischtennis",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16430,16430,POINT (16.375782011562148 48.24267057022955),Vereinssport outdoor,"20., Adalbert-Stifter-Straße, Meldemannstraße 1",660,Kyudo,http://momijikai.at/,7,
SPORTSTAETTENOGD.16431,16431,POINT (16.3847591823774 48.238689625197686),Öffentlich outdoor,"20., Allerheiligenplatz, Allerheiligenpark 14 ggü",2420,"polysportive Hartplätze,<br />Tischtennis,<br />Fitnessgeräte",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16432,16432,POINT (16.36963043531611 48.26041860946356),Vereinssport outdoor,"20., Am Brigittenauer Sporn",3150,"Bootsport (Rudern, Kanu)",https://www.donauhort.at/verein,7,
SPORTSTAETTENOGD.16433,16433,POINT (16.36435328249167 48.234918200444426),Öffentlich outdoor,"20., Treustraße, Anton-Kummerer-Park 94",675,"polysportiver Hartplatz,<br />Tischtennis",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16434,16434,POINT (16.374639155844374 48.23180603479452),Öffentlich indoor,"20., Dammstraße 7-9",100,Sporthalle (polysportiv),http://www.uab.at/,2,
SPORTSTAETTENOGD.16435,16435,POINT (16.374884959614356 48.244300077784004),Öffentlich outdoor,"20., Lorenz-Böhler-Gasse, Forsthauspark 27 ggü",2070,"Skateranlage,<br />polysportiver Hartplatz,<br />Tischtennis",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16436,16436,POINT (16.381849283058074 48.24504017499407),Öffentlich outdoor,"20., Friedrich-Engels-Platz 17 ggü",280,polysportiver Hartplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16437,16437,POINT (16.369451141172313 48.22638179566258),Öffentlich outdoor,"20., Gaußplatz 5 ggü",160,polysportiver Hartplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16438,16438,POINT (16.37473289800347 48.25442606221572),Vereinssport outdoor,"20., Handelskai 3a",2550,"Bootsport (Rudern, Kanu)",http://www.paddelklub.at,7,
SPORTSTAETTENOGD.16439,16439,POINT (16.371477422796254 48.24670540756438),Vereinssport outdoor,"20., Hopsagasse 5",30000,"Rasenplatz,<br />Kunstrasenplatz (Fußball),<br />Tennisanlage (4 Plätze),<br />Beachvolleyballanlage (1 Court),<br />Soccercourt,<br />Inlineskaterplatz",http://www.askoe20.at,7,
SPORTSTAETTENOGD.16440,16440,POINT (16.372552999986816 48.24674823906052),Öffentlich indoor,"20., Hopsagasse 7",6990,"Sporthalle (Handball, Basketball, Volleyball, Hallenfußball, Fechten, Trampolinspringen, Geräteturnen)",https://www.wien.gv.at/freizeit/sportamt/sportstaetten/hallen/brigittenau.html,2,
SPORTSTAETTENOGD.16441,16441,POINT (16.36862114533349 48.23521572360564),Öffentlich outdoor,"20., Pappenheimgasse, Hugo-Gottschlich-Park 22/17 ggü",260,polysportiver Hartplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16442,16442,POINT (16.373338633665593 48.234279228066065),Öffentlich outdoor,"20., Pappenheimgasse, Jakob-Winter-Park 55",275,polysportiver Hartplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16443,16443,POINT (16.377024592952786 48.246771197086304),Öffentlich outdoor,"20., Kapaunplatz 2 ggü",915,polysportiver Hartplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16444,16444,POINT (16.367597752906256 48.23573028307369),Öffentlich outdoor,"20., Leipziger Platz 2 ggü",540,polysportiver Hartplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16445,16445,POINT (16.376306498761878 48.24157556003906),Vereinssport outdoor,"20., Meldemannstraße 13",11400,Kunstrasenplatz (Fußball),http://www.waf-brigittenau.at/,7,
SPORTSTAETTENOGD.16446,16446,POINT (16.386514874007236 48.234496790398026),Öffentlich outdoor,"20., Mortaraplatz, Mortarapark 10 ggü",840,"polysportiver Hartplatz,<br />Tischtennis",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16447,16447,POINT (16.378408368354968 48.23993822952812),Öffentlich outdoor,"20., Stromstraße 31 vor",285,polysportiver Hartplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16448,16448,POINT (16.376383023827017 48.232034224090064),Öffentlich outdoor,"20., Sachsenplatz, Sachsenpark 3 ggü",500,polysportiver Hartplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16449,16449,POINT (16.370394353336913 48.24269991094031),Vereinssport outdoor,"20., Spielmanngasse 8",36770,"Rasenplatz,<br />Kunstrasenplatz (Fußball),<br />Tennisanlage (4 Plätze),<br />Laufbahn",http://www.firstviennafc.at,7,
SPORTSTAETTENOGD.16450,16450,POINT (16.377485187194814 48.24940863550199),Öffentlich outdoor,"20., Wehlistraße, Schmetterlingspark 14 ggü",885,polysportiver Hartplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16451,16451,POINT (16.394965114709194 48.248327689700645),Vereinssport outdoor,"21., Am Hubertusdamm Wasserpark 3",17963,"Rasenplatz,<br />Tennisanlage (6 Plätze),<br />Minigolfanlage",http://www.wat.at/bezirk/21,7,
SPORTSTAETTENOGD.16452,16452,POINT (16.407796710610256 48.2495429352397),Vereinssport outdoor,"21., An der Oberen Alten Donau 92",350,Bootssport (Segeln),http://www.wyc.at/,7,
SPORTSTAETTENOGD.16453,16453,POINT (16.412539698618748 48.248034563560836),Vereinssport outdoor,"21., An der Oberen Alten Donau 96a",350,Bootssport (Segeln),http://www.ycs.at/,7,
SPORTSTAETTENOGD.16454,16454,POINT (16.41580563407582 48.24896569998044),Vereinssport outdoor,"21., An der Schanze 5-7",16885,Tennisanlage (14 Plätze (12 Freiluft- und 2 Hallenplätze),http://www.sportzentrum-eden.at/,7,
SPORTSTAETTENOGD.16455,16455,POINT (16.415819160303712 48.24897469455564),Öffentlich indoor,"21., An der Schanze 5-7",1300,"Tennishalle (14 Plätze), Beachvolleyball (3 Plätze), Tischtennis",http://www.sportzentrum-eden.at/,2,
SPORTSTAETTENOGD.16456,16456,POINT (16.389540868602626 48.299671319369665),Öffentlich indoor,"21., Anton-Böck-Gasse, Johannes-de-La-Salle-Gasse 20",1800,Tennishalle (2 Plätze),http://www.topplayer.at,2,
SPORTSTAETTENOGD.16457,16457,POINT (16.391247645558927 48.29928968332033),Vereinssport outdoor,"21., Anton Böck Gasse, Johannes de la Salle Gasse 20",18800,"Tennisanlage (10 Plätze),<br />Fitness,<br />polysportiver Rasenplatz",http://www.sz-strebersdorf.at/,7,
SPORTSTAETTENOGD.16458,16458,POINT (16.409981033046197 48.24504353461725),Vereinssport outdoor,"21., Arbeiterstrandbadstraße 85",71285,"Rasenplatz,<br />Beachvolleyballanlage (1 Court),<br />3 Tennisplätze,<br />Fitnesscenter",http://www.asv-wien.at/index.php?id=35,7,
SPORTSTAETTENOGD.16459,16459,POINT (16.41155840740965 48.24462342931148),Öffentlich indoor,"21., Arbeiterstrandbadstraße 85a",1200,"Fitnesscenter (Badminton, Squash, Tennis, Fitness)",http://www.clubdanube.at/cd_index.php,2,
SPORTSTAETTENOGD.16460,16460,POINT (16.41276834610316 48.2445533288299),Öffentlich outdoor,"21., Arbeiterstrandbadstraße 85a",7400,"Tennisanlage,<br />Beachvolleyplätze,<br />Fitnessgeräte",http://www.clubdanube.at/standorte/Alte%20Donau,3,
SPORTSTAETTENOGD.16461,16461,POINT (16.41261599631477 48.27748086761184),Öffentlich outdoor,"21., Berzeliusgasse 17 ggü",1010,polysportive Hartplätze,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16462,16462,POINT (16.400079703480824 48.25522099512786),Öffentlich outdoor,"21., Bodenstedtgasse 4 ggü",415,"Fitnessgeräte, Skateranlage",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16463,16463,POINT (16.41891884263963 48.293042119585735),Vereinssport outdoor,"21., Brünnerstraße 238",17000,Rasenplatz,,7,
SPORTSTAETTENOGD.16464,16464,POINT (16.44948855701817 48.26885860921375),Öffentlich outdoor,"21., Bubergasse",3830,"polysportiver Rasenplatz,<br />polysportiver Hartplatz",https://www.wien.gv.at/freizeit/sportamt/sportstaetten/spielplaetze/,3,
SPORTSTAETTENOGD.16465,16465,POINT (16.524380392842534 48.212755474984135),Öffentlich outdoor,"22., Raphael-Donner-Allee 16 ggü",1180,"Beachvolleyballplatz,<br />Skateranlage,<br />Tischtennis",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16466,16466,POINT (16.45624589084938 48.25593911077362),Öffentlich outdoor,"22., Rennbahnweg",5719,"polysportiver Rasenplatz,<br />polysportiver Hartplatz",https://www.wien.gv.at/freizeit/sportamt/sportstaetten/spielplaetze/,3,
SPORTSTAETTENOGD.16467,16467,POINT (16.466790073663482 48.22409681992429),Öffentlich outdoor,"22., Rosmaringasse",3020,polysportiver Rasenplatz,https://www.wien.gv.at/freizeit/sportamt/sportstaetten/spielplaetze/,3,
SPORTSTAETTENOGD.16468,16468,POINT (16.50091877082131 48.20221574218584),Vereinssport outdoor,"22., Brockhausenweg 100",10028,Reitsportanlage,http://www.reitclub.at/,7,
SPORTSTAETTENOGD.16469,16469,POINT (16.531369367185548 48.21752910828584),Vereinssport outdoor,"22., Schafflerhofstraße 49A",3808,"Tennisanlage (4 Plätze),<br />Beachvolleyballanlage (1 Court)",http://www.tc-essling.at/,7,
SPORTSTAETTENOGD.16470,16470,POINT (16.437363524149887 48.24955631917389),Öffentlich outdoor,"22., Klenaugasse, Parkanlage Schrickgasse 2 ggü",2670,polysportive Rasenplätze,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16471,16471,POINT (16.420541302485873 48.228660863260814),Öffentlich outdoor,"22., Schödlbergergasse, Hans-Hass-Park 2 ggü",910,polysportive Hartplätze,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16472,16472,POINT (16.417360303457823 48.23126911022601),Öffentlich outdoor,"22., Schüttaustraße, Parkanlage Weissauweg 2 ggü",2015,"polysportive Hartplätze,<br />Tischtennis",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16473,16473,POINT (16.474036159488495 48.241519935076624),Vereinssport outdoor,"22., Spargelfeldstraße 80",36290,"2 Rasenplätze,<br />Kunstrasenplatz (Fußball)",http://www.wfv.at,7,
SPORTSTAETTENOGD.16474,16474,POINT (16.461137321037583 48.2341536230513),Öffentlich outdoor,"22., Stadlauer Straße//Am Krautgarten, Hirschstettner Aupark",180,"Beachvolleyballanlage,<br />Tischtennis",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16475,16475,POINT (16.494690953486998 48.249620610327895),Vereinssport outdoor,"22., Stadlbreiten 7",5190,Tennisanlage (5 Plätze),http://www.tck75.at/,7,
